Confirmed,Deceased,Recovered,Date,totalConfirmed,totalFatalities,totalRecovered,Region,Population
194,10,163,5/25/2020,6859,301,3571,Madhya Pradesh,85358965
165,5,118,5/26/2020,7024,306,3689,Madhya Pradesh,85358965
237,8,238,5/27/2020,7261,314,3927,Madhya Pradesh,85358965
192,8,123,5/28/2020,7453,322,4050,Madhya Pradesh,85358965
192,13,219,5/29/2020,7645,335,4269,Madhya Pradesh,85358965
246,9,175,5/30/2020,7891,344,4444,Madhya Pradesh,85358965
198,7,398,5/31/2020,8089,351,4842,Madhya Pradesh,85358965
194,8,161,6/1/2020,8283,359,5003,Madhya Pradesh,85358965
137,6,218,6/2/2020,8420,365,5221,Madhya Pradesh,85358965
168,7,224,6/3/2020,8588,372,5445,Madhya Pradesh,85358965
174,6,192,6/4/2020,8762,378,5637,Madhya Pradesh,85358965
234,7,241,6/5/2020,8996,385,5878,Madhya Pradesh,85358965
232,15,230,6/6/2020,9228,400,6108,Madhya Pradesh,85358965
173,13,223,6/7/2020,9401,413,6331,Madhya Pradesh,85358965
237,2,205,6/8/2020,9638,415,6536,Madhya Pradesh,85358965
211,6,193,6/9/2020,9849,421,6729,Madhya Pradesh,85358965
200,7,163,6/10/2020,10049,428,6892,Madhya Pradesh,85358965
192,4,150,6/11/2020,10241,432,7042,Madhya Pradesh,85358965
202,9,159,6/12/2020,10443,441,7201,Madhya Pradesh,85358965
198,7,176,6/13/2020,10641,448,7377,Madhya Pradesh,85358965
161,12,300,6/14/2020,10802,460,7677,Madhya Pradesh,85358965
133,6,226,6/15/2020,10935,466,7903,Madhya Pradesh,85358965
148,11,249,6/16/2020,11083,477,8152,Madhya Pradesh,85358965
161,6,236,6/17/2020,11244,483,8388,Madhya Pradesh,85358965
182,4,244,6/18/2020,11426,487,8632,Madhya Pradesh,85358965
156,9,116,6/19/2020,11582,496,8748,Madhya Pradesh,85358965
142,6,132,6/20/2020,11724,502,8880,Madhya Pradesh,85358965
179,14,135,6/21/2020,11903,516,9015,Madhya Pradesh,85358965
175,6,200,6/22/2020,12078,522,9215,Madhya Pradesh,85358965
183,4,120,6/23/2020,12261,526,9335,Madhya Pradesh,85358965
187,9,138,6/24/2020,12448,535,9473,Madhya Pradesh,85358965
147,8,146,6/25/2020,12595,543,9619,Madhya Pradesh,85358965
203,4,185,6/26/2020,12798,547,9804,Madhya Pradesh,85358965
167,4,167,6/27/2020,12965,551,9971,Madhya Pradesh,85358965
221,7,113,6/28/2020,13186,558,10084,Madhya Pradesh,85358965
184,7,115,6/29/2020,13370,565,10199,Madhya Pradesh,85358965
223,8,196,6/30/2020,13593,573,10395,Madhya Pradesh,85358965
268,9,260,7/1/2020,13861,582,10655,Madhya Pradesh,85358965
245,8,160,7/2/2020,14106,590,10815,Madhya Pradesh,85358965
191,4,234,7/3/2020,14297,594,11049,Madhya Pradesh,85358965
307,5,185,7/4/2020,14604,599,11234,Madhya Pradesh,85358965
326,10,177,7/5/2020,14930,609,11411,Madhya Pradesh,85358965
354,9,168,7/6/2020,15284,618,11579,Madhya Pradesh,85358965
343,5,189,7/7/2020,15627,623,11768,Madhya Pradesh,85358965
409,7,219,7/8/2020,16036,630,11987,Madhya Pradesh,85358965
305,5,245,7/9/2020,16341,635,12232,Madhya Pradesh,85358965
316,4,249,7/10/2020,16657,639,12481,Madhya Pradesh,85358965
544,6,198,7/11/2020,17201,645,12679,Madhya Pradesh,85358965
431,9,197,7/12/2020,17632,654,12876,Madhya Pradesh,85358965
575,10,332,7/13/2020,18207,664,13208,Madhya Pradesh,85358965
798,10,367,7/14/2020,19005,674,13575,Madhya Pradesh,85358965
638,9,333,7/15/2020,19643,683,13908,Madhya Pradesh,85358965
735,7,219,7/16/2020,20378,690,14127,Madhya Pradesh,85358965
704,9,387,7/17/2020,21082,699,14514,Madhya Pradesh,85358965
681,8,350,7/18/2020,21763,707,14864,Madhya Pradesh,85358965
837,15,447,7/19/2020,22600,722,15311,Madhya Pradesh,85358965
710,17,373,7/20/2020,23310,739,15684,Madhya Pradesh,85358965
785,18,573,7/21/2020,24095,757,16257,Madhya Pradesh,85358965
747,14,579,7/22/2020,24842,771,16836,Madhya Pradesh,85358965
632,10,523,7/23/2020,25474,781,17359,Madhya Pradesh,85358965
736,11,507,7/24/2020,26210,792,17866,Madhya Pradesh,85358965
716,8,622,7/25/2020,26926,800,18488,Madhya Pradesh,85358965
874,12,644,7/26/2020,27800,812,19132,Madhya Pradesh,85358965
789,9,659,7/27/2020,28589,821,19791,Madhya Pradesh,85358965
628,10,552,7/28/2020,29217,831,20343,Madhya Pradesh,85358965
917,14,591,7/29/2020,30134,845,20934,Madhya Pradesh,85358965
834,13,723,7/30/2020,30968,858,21657,Madhya Pradesh,85358965
838,10,614,7/31/2020,31806,868,22271,Madhya Pradesh,85358965
808,9,698,8/1/2020,32614,877,22969,Madhya Pradesh,85358965
921,10,581,8/2/2020,33535,887,23550,Madhya Pradesh,85358965
750,14,549,8/3/2020,34285,901,24099,Madhya Pradesh,85358965
797,12,1315,8/4/2020,35082,913,25414,Madhya Pradesh,85358965
652,17,650,8/5/2020,35734,930,26064,Madhya Pradesh,85358965
830,17,838,8/6/2020,36564,947,26902,Madhya Pradesh,85358965
734,16,719,8/7/2020,37298,963,27621,Madhya Pradesh,85358965
859,15,732,8/8/2020,38157,978,28353,Madhya Pradesh,85358965
868,19,667,8/9/2020,39025,997,29020,Madhya Pradesh,85358965
866,19,654,8/10/2020,39891,1016,29674,Madhya Pradesh,85358965
843,18,922,8/11/2020,40734,1034,30596,Madhya Pradesh,85358965
870,15,643,8/12/2020,41604,1049,31239,Madhya Pradesh,85358965
1014,17,596,8/13/2020,42618,1066,31835,Madhya Pradesh,85358965
796,16,570,8/14/2020,43414,1082,32405,Madhya Pradesh,85358965
1019,13,948,8/15/2020,44433,1095,33353,Madhya Pradesh,85358965
1022,11,685,8/16/2020,45455,1106,34038,Madhya Pradesh,85358965
930,23,987,8/17/2020,46385,1129,35025,Madhya Pradesh,85358965
990,13,688,8/18/2020,47375,1142,35713,Madhya Pradesh,85358965
976,18,762,8/19/2020,48351,1160,36475,Madhya Pradesh,85358965
1142,12,1065,8/20/2020,49493,1172,37540,Madhya Pradesh,85358965
1147,14,987,8/21/2020,50640,1186,38527,Madhya Pradesh,85358965
1226,21,872,8/22/2020,51866,1207,39399,Madhya Pradesh,85358965
1263,23,991,8/23/2020,53129,1230,40390,Madhya Pradesh,85358965
1292,17,841,8/24/2020,54421,1247,41231,Madhya Pradesh,85358965
1379,19,1079,8/25/2020,55800,1266,42310,Madhya Pradesh,85358965
1064,17,936,8/26/2020,56864,1283,43246,Madhya Pradesh,85358965
1317,24,1207,8/27/2020,58181,1307,44453,Madhya Pradesh,85358965
1252,17,943,8/28/2020,59433,1324,45396,Madhya Pradesh,85358965
1442,22,1017,8/29/2020,60875,1346,46413,Madhya Pradesh,85358965
1558,29,1054,8/30/2020,62433,1375,47467,Madhya Pradesh,85358965
1532,20,1190,8/31/2020,63965,1395,48657,Madhya Pradesh,85358965
1525,32,1335,9/1/2020,65490,1427,49992,Madhya Pradesh,85358965
1424,27,1132,9/2/2020,66914,1454,51124,Madhya Pradesh,85358965
1672,30,1091,9/3/2020,68586,1484,52215,Madhya Pradesh,85358965
1658,30,1042,9/4/2020,70244,1514,53257,Madhya Pradesh,85358965
1636,30,1392,9/5/2020,71880,1544,54649,Madhya Pradesh,85358965
1694,29,1238,9/6/2020,73574,1573,55887,Madhya Pradesh,85358965
1885,17,1022,9/7/2020,75459,1590,56909,Madhya Pradesh,85358965
1864,20,1600,9/8/2020,77323,1610,58509,Madhya Pradesh,85358965
1869,31,1341,9/9/2020,79192,1641,59850,Madhya Pradesh,85358965
2187,21,1435,9/10/2020,81379,1662,61285,Madhya Pradesh,85358965
2240,30,1651,9/11/2020,83619,1692,62936,Madhya Pradesh,85358965
2347,37,1462,9/12/2020,85966,1729,64398,Madhya Pradesh,85358965
2281,34,1600,9/13/2020,88247,1763,65998,Madhya Pradesh,85358965
2483,29,1713,9/14/2020,90730,1792,67711,Madhya Pradesh,85358965
2323,29,1902,9/15/2020,93053,1821,69613,Madhya Pradesh,85358965
2462,24,1922,9/16/2020,95515,1845,71535,Madhya Pradesh,85358965
2391,33,2863,9/17/2020,97906,1878,74398,Madhya Pradesh,85358965
2552,24,2554,9/18/2020,100458,1902,76952,Madhya Pradesh,85358965
2607,42,2206,9/19/2020,103065,1944,79158,Madhya Pradesh,85358965
2579,27,2216,9/20/2020,105644,1971,81374,Madhya Pradesh,85358965
2523,37,2244,9/21/2020,108167,2008,83618,Madhya Pradesh,85358965
2544,28,2412,9/22/2020,110711,2036,86030,Madhya Pradesh,85358965
2346,42,2138,9/23/2020,113057,2078,88168,Madhya Pradesh,85358965
2304,45,2327,9/24/2020,115361,2123,90495,Madhya Pradesh,85358965
2227,30,2743,9/25/2020,117588,2153,93238,Madhya Pradesh,85358965
2311,29,2252,9/26/2020,119899,2182,95490,Madhya Pradesh,85358965
2310,26,2081,9/27/2020,122209,2208,97571,Madhya Pradesh,85358965
1957,35,2441,9/28/2020,124166,2243,100012,Madhya Pradesh,85358965
1877,39,2433,9/29/2020,126043,2282,102445,Madhya Pradesh,85358965
2004,35,2289,9/30/2020,128047,2317,104734,Madhya Pradesh,85358965
2041,20,2545,10/1/2020,130088,2337,107279,Madhya Pradesh,85358965
2019,36,2332,10/2/2020,132107,2373,109611,Madhya Pradesh,85358965
1811,27,2101,10/3/2020,133918,2400,111712,Madhya Pradesh,85358965
1720,35,2120,10/4/2020,135638,2435,113832,Madhya Pradesh,85358965
1460,29,2046,10/5/2020,137098,2464,115878,Madhya Pradesh,85358965
1570,25,2161,10/6/2020,138668,2489,118039,Madhya Pradesh,85358965
1639,30,2228,10/7/2020,140307,2519,120267,Madhya Pradesh,85358965
1715,29,2420,10/8/2020,142022,2548,122687,Madhya Pradesh,85358965
1607,27,2200,10/9/2020,143629,2575,124887,Madhya Pradesh,85358965
1616,25,2147,10/10/2020,145245,2600,127034,Madhya Pradesh,85358965
1575,25,1985,10/11/2020,146820,2625,129019,Madhya Pradesh,85358965
1478,21,1702,10/12/2020,148298,2646,130721,Madhya Pradesh,85358965
1463,26,1708,10/13/2020,149761,2672,132429,Madhya Pradesh,85358965
5515,15,5729,10/14/2020,155276,2687,138158,Madhya Pradesh,85358965
1308,24,1559,10/15/2020,156584,2711,139717,Madhya Pradesh,85358965
1352,25,1556,10/16/2020,157936,2736,141273,Madhya Pradesh,85358965
1222,18,1434,10/17/2020,159158,2754,142707,Madhya Pradesh,85358965
1030,20,1427,10/18/2020,160188,2774,144134,Madhya Pradesh,85358965
1015,13,1287,10/19/2020,161203,2787,145421,Madhya Pradesh,85358965
975,25,1439,10/20/2020,162178,2812,146860,Madhya Pradesh,85358965
1118,17,1222,10/21/2020,163296,2829,148082,Madhya Pradesh,85358965
1045,14,1271,10/22/2020,164341,2843,149353,Madhya Pradesh,85358965
14,0,0,3/14/2020,14,0,0,Maharashtra,123144223
18,0,0,3/15/2020,32,0,0,Maharashtra,123144223
6,0,0,3/16/2020,38,0,0,Maharashtra,123144223
3,1,0,3/17/2020,41,1,0,Maharashtra,123144223
3,0,0,3/18/2020,44,1,0,Maharashtra,123144223
4,0,0,3/19/2020,48,1,0,Maharashtra,123144223
4,0,0,3/20/2020,52,1,0,Maharashtra,123144223
12,0,0,3/21/2020,64,1,0,Maharashtra,123144223
10,1,0,3/22/2020,74,2,0,Maharashtra,123144223
23,0,0,3/23/2020,97,2,0,Maharashtra,123144223
10,0,0,3/24/2020,107,2,0,Maharashtra,123144223
15,0,1,3/25/2020,122,2,1,Maharashtra,123144223
3,1,0,3/26/2020,125,3,1,Maharashtra,123144223
31,1,18,3/27/2020,156,4,19,Maharashtra,123144223
30,2,6,3/28/2020,186,6,25,Maharashtra,123144223
17,1,0,3/29/2020,203,7,25,Maharashtra,123144223
17,2,14,3/30/2020,220,9,39,Maharashtra,123144223
82,1,0,3/31/2020,302,10,39,Maharashtra,123144223
33,3,0,4/1/2020,335,13,39,Maharashtra,123144223
88,8,3,4/2/2020,423,21,42,Maharashtra,123144223
64,5,8,4/3/2020,487,26,50,Maharashtra,123144223
148,6,2,4/4/2020,635,32,52,Maharashtra,123144223
112,13,4,4/5/2020,747,45,56,Maharashtra,123144223
121,7,14,4/6/2020,868,52,70,Maharashtra,123144223
150,12,9,4/7/2020,1018,64,79,Maharashtra,123144223
117,8,38,4/8/2020,1135,72,117,Maharashtra,123144223
229,25,8,4/9/2020,1364,97,125,Maharashtra,123144223
210,12,63,4/10/2020,1574,109,188,Maharashtra,123144223
187,17,20,4/11/2020,1761,126,208,Maharashtra,123144223
221,22,9,4/12/2020,1982,148,217,Maharashtra,123144223
352,11,12,4/13/2020,2334,159,229,Maharashtra,123144223
346,18,30,4/14/2020,2680,177,259,Maharashtra,123144223
236,9,36,4/15/2020,2916,186,295,Maharashtra,123144223
285,7,5,4/16/2020,3201,193,300,Maharashtra,123144223
120,7,31,4/17/2020,3321,200,331,Maharashtra,123144223
327,10,34,4/18/2020,3648,210,365,Maharashtra,123144223
552,12,142,4/19/2020,4200,222,507,Maharashtra,123144223
466,9,65,4/20/2020,4666,231,572,Maharashtra,123144223
552,19,150,4/21/2020,5218,250,722,Maharashtra,123144223
431,18,67,4/22/2020,5649,268,789,Maharashtra,123144223
778,14,51,4/23/2020,6427,282,840,Maharashtra,123144223
390,18,117,4/24/2020,6817,300,957,Maharashtra,123144223
811,22,119,4/25/2020,7628,322,1076,Maharashtra,123144223
440,19,112,4/26/2020,8068,341,1188,Maharashtra,123144223
522,27,94,4/27/2020,8590,368,1282,Maharashtra,123144223
728,31,106,4/28/2020,9318,399,1388,Maharashtra,123144223
597,32,205,4/29/2020,9915,431,1593,Maharashtra,123144223
583,27,180,4/30/2020,10498,458,1773,Maharashtra,123144223
1008,26,106,5/1/2020,11506,484,1879,Maharashtra,123144223
790,36,121,5/2/2020,12296,520,2000,Maharashtra,123144223
678,27,115,5/3/2020,12974,547,2115,Maharashtra,123144223
1567,35,350,5/4/2020,14541,582,2465,Maharashtra,123144223
984,34,354,5/5/2020,15525,616,2819,Maharashtra,123144223
1233,34,275,5/6/2020,16758,650,3094,Maharashtra,123144223
1216,43,207,5/7/2020,17974,693,3301,Maharashtra,123144223
1089,37,169,5/8/2020,19063,730,3470,Maharashtra,123144223
1165,48,330,5/9/2020,20228,778,3800,Maharashtra,123144223
1943,53,399,5/10/2020,22171,831,4199,Maharashtra,123144223
1230,36,587,5/11/2020,23401,867,4786,Maharashtra,123144223
1026,53,339,5/12/2020,24427,920,5125,Maharashtra,123144223
1495,54,422,5/13/2020,25922,974,5547,Maharashtra,123144223
1602,44,542,5/14/2020,27524,1018,6089,Maharashtra,123144223
1576,49,475,5/15/2020,29100,1067,6564,Maharashtra,123144223
1606,67,524,5/16/2020,30706,1134,7088,Maharashtra,123144223
2347,63,600,5/17/2020,33053,1197,7688,Maharashtra,123144223
2005,51,749,5/18/2020,35058,1248,8437,Maharashtra,123144223
2078,76,1202,5/19/2020,37136,1324,9639,Maharashtra,123144223
2161,65,679,5/20/2020,39297,1389,10318,Maharashtra,123144223
2345,64,1408,5/21/2020,41642,1453,11726,Maharashtra,123144223
2940,63,857,5/22/2020,44582,1516,12583,Maharashtra,123144223
2608,60,821,5/23/2020,47190,1576,13404,Maharashtra,123144223
3041,58,1196,5/24/2020,50231,1634,14600,Maharashtra,123144223
2436,60,1186,5/25/2020,52667,1694,15786,Maharashtra,123144223
2091,97,1168,5/26/2020,54758,1791,16954,Maharashtra,123144223
2190,105,964,5/27/2020,56948,1896,17918,Maharashtra,123144223
2598,85,698,5/28/2020,59546,1981,18616,Maharashtra,123144223
2682,116,8381,5/29/2020,62228,2097,26997,Maharashtra,123144223
2940,99,1084,5/30/2020,65168,2196,28081,Maharashtra,123144223
2487,89,1248,5/31/2020,67655,2285,29329,Maharashtra,123144223
2358,76,779,6/1/2020,70013,2361,30108,Maharashtra,123144223
2287,103,1225,6/2/2020,72300,2464,31333,Maharashtra,123144223
2560,122,996,6/3/2020,74860,2586,32329,Maharashtra,123144223
2933,123,1352,6/4/2020,77793,2709,33681,Maharashtra,123144223
2436,139,1466,6/5/2020,80229,2848,35147,Maharashtra,123144223
2739,120,2243,6/6/2020,82968,2968,37390,Maharashtra,123144223
3007,91,1924,6/7/2020,85975,3059,39314,Maharashtra,123144223
2554,109,1661,6/8/2020,88529,3168,40975,Maharashtra,123144223
2258,120,1664,6/9/2020,90787,3288,42639,Maharashtra,123144223
3254,149,1877,6/10/2020,94041,3437,44516,Maharashtra,123144223
3607,152,1562,6/11/2020,97648,3589,46078,Maharashtra,123144223
3493,127,1718,6/12/2020,101141,3716,47796,Maharashtra,123144223
3427,113,1550,6/13/2020,104568,3829,49346,Maharashtra,123144223
3390,120,1632,6/14/2020,107958,3949,50978,Maharashtra,123144223
2786,178,5071,6/15/2020,110744,4127,56049,Maharashtra,123144223
2701,1409,1802,6/16/2020,113445,5536,57851,Maharashtra,123144223
3307,114,1315,6/17/2020,116752,5650,59166,Maharashtra,123144223
3752,100,1672,6/18/2020,120504,5750,60838,Maharashtra,123144223
3827,142,1935,6/19/2020,124331,5892,62773,Maharashtra,123144223
3874,91,1380,6/20/2020,128205,5983,64153,Maharashtra,123144223
3870,186,1591,6/21/2020,132075,6169,65744,Maharashtra,123144223
3721,113,1962,6/22/2020,135796,6282,67706,Maharashtra,123144223
3214,248,1925,6/23/2020,139010,6530,69631,Maharashtra,123144223
3889,208,4161,6/24/2020,142899,6738,73792,Maharashtra,123144223
4842,192,3661,6/25/2020,147741,6930,77453,Maharashtra,123144223
5024,175,2362,6/26/2020,152765,7105,79815,Maharashtra,123144223
6368,167,4430,6/27/2020,159133,7272,84245,Maharashtra,123144223
5493,156,2330,6/28/2020,164626,7428,86575,Maharashtra,123144223
5257,181,2385,6/29/2020,169883,7609,88960,Maharashtra,123144223
4878,245,1951,6/30/2020,174761,7854,90911,Maharashtra,123144223
5537,198,2243,7/1/2020,180298,8052,93154,Maharashtra,123144223
6328,125,8018,7/2/2020,186626,8177,101172,Maharashtra,123144223
6364,198,3515,7/3/2020,192990,8375,104687,Maharashtra,123144223
7074,295,3395,7/4/2020,200064,8670,108082,Maharashtra,123144223
6555,151,3658,7/5/2020,206619,8821,111740,Maharashtra,123144223
5368,204,3522,7/6/2020,211987,9025,115262,Maharashtra,123144223
5134,224,3296,7/7/2020,217121,9249,118558,Maharashtra,123144223
6603,198,4634,7/8/2020,223724,9447,123192,Maharashtra,123144223
6875,219,4067,7/9/2020,230599,9666,127259,Maharashtra,123144223
7862,226,5366,7/10/2020,238461,9892,132625,Maharashtra,123144223
8139,223,4360,7/11/2020,246600,10115,136985,Maharashtra,123144223
7827,173,3340,7/12/2020,254427,10288,140325,Maharashtra,123144223
6497,193,4182,7/13/2020,260924,10481,144507,Maharashtra,123144223
6741,213,4500,7/14/2020,267665,10694,149007,Maharashtra,123144223
7975,233,3606,7/15/2020,275640,10927,152613,Maharashtra,123144223
8641,266,5527,7/16/2020,284281,11193,158140,Maharashtra,123144223
8308,258,2217,7/17/2020,292589,11451,160357,Maharashtra,123144223
8348,144,5306,7/18/2020,300937,11595,165663,Maharashtra,123144223
9518,258,3906,7/19/2020,310455,11853,169569,Maharashtra,123144223
8240,176,5460,7/20/2020,318695,12029,175029,Maharashtra,123144223
8336,246,7188,7/21/2020,327031,12275,182217,Maharashtra,123144223
10576,280,5552,7/22/2020,337607,12555,187769,Maharashtra,123144223
9895,298,6484,7/23/2020,347502,12853,194253,Maharashtra,123144223
9615,278,5714,7/24/2020,357117,13131,199967,Maharashtra,123144223
9251,257,7227,7/25/2020,366368,13388,207194,Maharashtra,123144223
9431,267,6044,7/26/2020,375799,13655,213238,Maharashtra,123144223
7924,227,8706,7/27/2020,383723,13882,221944,Maharashtra,123144223
7717,282,10333,7/28/2020,391440,14164,232277,Maharashtra,123144223
9211,298,7478,7/29/2020,400651,14462,239755,Maharashtra,123144223
11147,266,8860,7/30/2020,411798,14728,248615,Maharashtra,123144223
10320,265,7543,7/31/2020,422118,14993,256158,Maharashtra,123144223
9601,322,10725,8/1/2020,431719,15315,266883,Maharashtra,123144223
9509,260,9926,8/2/2020,441228,15575,276809,Maharashtra,123144223
8968,266,10221,8/3/2020,450196,15841,287030,Maharashtra,123144223
7760,300,12326,8/4/2020,457956,16141,299356,Maharashtra,123144223
10309,334,6165,8/5/2020,468265,16475,305521,Maharashtra,123144223
11514,316,10854,8/6/2020,479779,16791,316375,Maharashtra,123144223
10483,300,10906,8/7/2020,490262,17091,327281,Maharashtra,123144223
12822,275,11081,8/8/2020,503084,17366,338362,Maharashtra,123144223
12248,390,13348,8/9/2020,515332,17756,351710,Maharashtra,123144223
9181,293,6711,8/10/2020,524513,18049,358421,Maharashtra,123144223
11088,256,10014,8/11/2020,535601,18305,368435,Maharashtra,123144223
12712,344,13408,8/12/2020,548313,18649,381843,Maharashtra,123144223
11813,413,9115,8/13/2020,560126,19062,390958,Maharashtra,123144223
12608,364,10484,8/14/2020,572734,19426,401442,Maharashtra,123144223
12020,322,6844,8/15/2020,584754,19748,408286,Maharashtra,123144223
11111,288,8837,8/16/2020,595865,20036,417123,Maharashtra,123144223
8493,228,11391,8/17/2020,604358,20264,428514,Maharashtra,123144223
11119,422,9356,8/18/2020,615477,20686,437870,Maharashtra,123144223
13165,346,9011,8/19/2020,628642,21032,446881,Maharashtra,123144223
14647,326,12243,8/20/2020,643289,21358,459124,Maharashtra,123144223
14161,339,11749,8/21/2020,657450,21697,470873,Maharashtra,123144223
14492,297,9241,8/22/2020,671942,21994,480114,Maharashtra,123144223
10441,258,8157,8/23/2020,682383,22252,488271,Maharashtra,123144223
11015,212,14219,8/24/2020,693398,22464,502490,Maharashtra,123144223
10425,329,12300,8/25/2020,703823,22793,514790,Maharashtra,123144223
14888,295,7637,8/26/2020,718711,23088,522427,Maharashtra,123144223
14857,355,9136,8/27/2020,733568,23443,531563,Maharashtra,123144223
14427,331,11607,8/28/2020,747995,23774,543170,Maharashtra,123144223
16286,328,11541,8/29/2020,764281,24102,554711,Maharashtra,123144223
16408,296,7690,8/30/2020,780689,24398,562401,Maharashtra,123144223
11852,184,11158,8/31/2020,792541,24582,573559,Maharashtra,123144223
15765,320,10978,9/1/2020,808306,24902,584537,Maharashtra,123144223
17433,292,13959,9/2/2020,825739,25194,598496,Maharashtra,123144223
18105,391,13988,9/3/2020,843844,25585,612484,Maharashtra,123144223
19218,378,13289,9/4/2020,863062,25963,625773,Maharashtra,123144223
20800,312,10801,9/5/2020,883862,26275,636574,Maharashtra,123144223
23350,328,7826,9/6/2020,907212,26603,644400,Maharashtra,123144223
16429,423,14922,9/7/2020,923641,27026,659322,Maharashtra,123144223
20131,380,13234,9/8/2020,943772,27406,672556,Maharashtra,123144223
23577,380,13906,9/9/2020,967349,27786,686462,Maharashtra,123144223
23446,495,14253,9/10/2020,990795,28281,700715,Maharashtra,123144223
24886,442,14308,9/11/2020,1015681,28723,715023,Maharashtra,123144223
22084,391,13489,9/12/2020,1037765,29114,728512,Maharashtra,123144223
22543,416,11549,9/13/2020,1060308,29530,740061,Maharashtra,123144223
17066,363,15789,9/14/2020,1077374,29893,755850,Maharashtra,123144223
20482,515,19423,9/15/2020,1097856,30408,775273,Maharashtra,123144223
23365,474,17559,9/16/2020,1121221,30882,792832,Maharashtra,123144223
24619,468,19522,9/17/2020,1145840,31350,812354,Maharashtra,123144223
21656,440,22078,9/18/2020,1167496,31790,834432,Maharashtra,123144223
20519,425,23501,9/19/2020,1188015,32215,857933,Maharashtra,123144223
20627,455,26408,9/20/2020,1208642,32670,884341,Maharashtra,123144223
15738,344,32007,9/21/2020,1224380,33014,916348,Maharashtra,123144223
18390,392,20206,9/22/2020,1242770,33406,936554,Maharashtra,123144223
21029,479,19476,9/23/2020,1263799,33885,956030,Maharashtra,123144223
19164,459,17184,9/24/2020,1282963,34344,973214,Maharashtra,123144223
17794,416,19592,9/25/2020,1300757,34760,992806,Maharashtra,123144223
20419,430,23644,9/26/2020,1321176,35190,1016450,Maharashtra,123144223
18056,380,13565,9/27/2020,1339232,35570,1030015,Maharashtra,123144223
11921,180,19932,9/28/2020,1351153,35750,1049947,Maharashtra,123144223
14976,430,19212,9/29/2020,1366129,36180,1069159,Maharashtra,123144223
18317,481,19163,9/30/2020,1384446,36661,1088322,Maharashtra,123144223
16476,394,16104,10/1/2020,1400922,37055,1104426,Maharashtra,123144223
15591,424,13294,10/2/2020,1416513,37479,1117720,Maharashtra,123144223
14348,278,16835,10/3/2020,1430861,37757,1134555,Maharashtra,123144223
12548,326,15048,10/4/2020,1443409,38083,1149603,Maharashtra,123144223
10244,263,12982,10/5/2020,1453653,38346,1162585,Maharashtra,123144223
12258,370,17141,10/6/2020,1465911,38716,1179726,Maharashtra,123144223
14578,355,16715,10/7/2020,1480489,39071,1196441,Maharashtra,123144223
13395,358,15575,10/8/2020,1493884,39429,1212016,Maharashtra,123144223
12134,302,17323,10/9/2020,1506018,39731,1229339,Maharashtra,123144223
11416,308,26440,10/10/2020,1517434,40039,1255779,Maharashtra,123144223
10792,305,10461,10/11/2020,1528226,40344,1266240,Maharashtra,123144223
7089,169,15656,10/12/2020,1535315,40513,1281896,Maharashtra,123144223
8522,187,15356,10/13/2020,1543837,40700,1297252,Maharashtra,123144223
10552,158,19517,10/14/2020,1554389,40858,1316769,Maharashtra,123144223
10226,337,13714,10/15/2020,1564615,41195,1330483,Maharashtra,123144223
11447,306,13885,10/16/2020,1576062,41501,1344368,Maharashtra,123144223
10259,463,14238,10/17/2020,1586321,41964,1358606,Maharashtra,123144223
9060,150,11204,10/18/2020,1595381,42114,1369810,Maharashtra,123144223
5984,125,15069,10/19/2020,1601365,42239,1384879,Maharashtra,123144223
8151,213,7429,10/20/2020,1609516,42452,1392308,Maharashtra,123144223
8142,180,23371,10/21/2020,1617658,42632,1415679,Maharashtra,123144223
7539,198,16177,10/22/2020,1625197,42830,1431856,Maharashtra,123144223
0,0,0,3/14/2020,0,0,0,Manipur,3091545
0,0,0,3/15/2020,0,0,0,Manipur,3091545
0,0,0,3/16/2020,0,0,0,Manipur,3091545
0,0,0,3/17/2020,0,0,0,Manipur,3091545
0,0,0,3/18/2020,0,0,0,Manipur,3091545
0,0,0,3/19/2020,0,0,0,Manipur,3091545
0,0,0,3/20/2020,0,0,0,Manipur,3091545
0,0,0,3/21/2020,0,0,0,Manipur,3091545
0,0,0,3/22/2020,0,0,0,Manipur,3091545
0,0,0,3/23/2020,0,0,0,Manipur,3091545
1,0,0,3/24/2020,1,0,0,Manipur,3091545
0,0,0,3/25/2020,1,0,0,Manipur,3091545
0,0,0,3/26/2020,1,0,0,Manipur,3091545
0,0,0,3/27/2020,1,0,0,Manipur,3091545
0,0,0,3/28/2020,1,0,0,Manipur,3091545
0,0,0,3/29/2020,1,0,0,Manipur,3091545
0,0,0,3/30/2020,1,0,0,Manipur,3091545
0,0,0,3/31/2020,1,0,0,Manipur,3091545
0,0,0,4/1/2020,1,0,0,Manipur,3091545
1,0,0,4/2/2020,2,0,0,Manipur,3091545
0,0,0,4/3/2020,2,0,0,Manipur,3091545
0,0,0,4/4/2020,2,0,0,Manipur,3091545
0,0,0,4/5/2020,2,0,0,Manipur,3091545
0,0,1,4/6/2020,2,0,1,Manipur,3091545
0,0,0,4/7/2020,2,0,1,Manipur,3091545
0,0,0,4/8/2020,2,0,1,Manipur,3091545
0,0,0,4/9/2020,2,0,1,Manipur,3091545
0,0,0,4/10/2020,2,0,1,Manipur,3091545
0,0,0,4/11/2020,2,0,1,Manipur,3091545
0,0,0,4/12/2020,2,0,1,Manipur,3091545
